block_id,block_start_time,block_end_time,rows,positive_count,positive_rate,p_adic_tree_scan_llr,tree_scan_depth,tree_scan_node,tree_scan_observed,tree_scan_expected,tree_scan_support_ok,p_adic_conditional_tree_scan_llr,conditional_tree_scan_depth,conditional_tree_scan_node,conditional_tree_scan_parent_node,conditional_tree_scan_observed,conditional_tree_scan_parent_observed,conditional_tree_scan_expected,conditional_tree_scan_support_ok,flat_tuple_scan_llr,marginal_column_scan_llr,reversed_hierarchy_tree_scan_llr,random_hierarchy_tree_scan_llr_seed_11,random_hierarchy_tree_scan_llr_seed_17,random_hierarchy_tree_scan_llr_seed_23,random_hierarchy_tree_scan_llr_seed_31,random_hierarchy_tree_scan_llr_seed_47,category_entropy_temporal,transaction_count_signal
11,1519815011.0,1519815069.0,1916,732,0.38204592901878914,58.382284875679545,3,38705054014,55,8.212648950399746,True,63.67590786709647,3,38705054014,12569,55,600,7.557125320354059,True,58.047761238872624,58.38148129498066,58.047761238872624,58.047761238872624,58.047761238872624,58.047761238872624,58.047761238872624,58.047761238872624,7.264966144546041,1916.0
12,1519815069.0,1519815174.0,1916,731,0.3815240083507307,111.3562805072928,4,57346665812,48,1.8238944927973195,True,105.50730133090367,3,57346665812,12569,48,751,2.1106863653005408,True,84.43256038136644,111.13606675171077,84.43256038136644,84.43256038136644,84.43256038136644,84.43256038136644,84.43256038136644,84.43256038136644,7.943120030841865,1916.0
13,1519815174.0,1519815225.0,1915,880,0.4595300261096606,19.12492139974505,3,157992330,555,438.09357535928274,True,19.303847396404233,4,2450108125918,464460509909,11,30,0.9115110828172927,True,16.71351933018324,19.12071049030014,16.71351933018324,16.71351933018324,18.000789160862965,16.71351933018324,16.71351933018324,16.71351933018324,7.461753082539614,1915.0
14,1519815225.0,1519815293.0,1916,765,0.39926931106471814,40.120769728360585,4,157992330,520,359.30721508107194,True,42.81386285473753,4,157992330,157992330,520,545,448.87573885510164,True,29.52013563738403,16.78920950789663,29.52013563738403,33.64476564545265,29.52013563738403,29.52013563738403,29.52013563738403,29.52013563738403,7.321332654932157,1916.0
15,1519815293.0,1519815380.0,1916,805,0.4201461377870564,56.038991564314514,4,57346665812,30,1.8238944927973195,True,53.30750179129882,3,57346665812,12569,30,724,2.0348028341912,True,30.31861601356983,55.90462786467855,30.31861601356983,30.31861601356983,37.72426252452126,31.263289693157276,37.72366692361924,31.324606476403112,8.333198838262483,1916.0
16,1519815380.0,1519815442.0,1916,747,0.38987473903966596,74.60971201417848,6,57346665812,33,1.3282181216894282,True,62.04736988875704,3,57346665812,12569,33,715,2.00950832382142,True,74.60971201417848,64.48310007163815,74.60971201417848,74.60971201417848,74.60971201417848,74.60971201417848,74.60971201417848,74.60971201417848,7.696078903972716,1916.0
17,1519815442.0,1519815543.0,1916,706,0.3684759916492693,37.32835723222543,6,789911374,143,64.2731960077068,True,51.376041808122814,3,1421817849,0,182,199,118.71410986305585,True,37.32835723222543,36.00816323256848,49.088501763951996,37.32835723222543,37.32835723222543,37.32835723222543,37.32835723222543,37.32835723222543,8.050747632290305,1916.0
18,1519815543.0,1519815640.0,1916,694,0.36221294363256784,158.7670768965013,1,0,1532,1169.0029227868204,True,41.22326679579092,2,0,0,489,1532,335.1582915492442,True,29.37016231886166,158.7670768965013,41.44450134460493,94.29492961659645,103.21427451724159,52.08047721489743,52.28021254647015,52.280401105763644,9.791860843463907,1916.0
19,1519815640.0,1519815652.0,1916,50,0.026096033402922755,1805.8769401079426,2,0,1410,255.74508363892596,True,1200.5228782211393,2,0,0,1410,1881,411.5096255901621,True,49.729485198192506,1805.0866738400728,1526.0471490127793,1860.4196638812496,1854.8175217153967,1524.0494395523738,354.6970592080112,1524.0538494425175,11.435890658690814,1916.0
20,1519815652.0,1519815776.0,1915,709,0.3702349869451697,57.335972734271536,6,1421817849,294,152.4886698466772,True,51.330223194023624,3,57346665812,12569,30,776,2.1809488941054855,True,57.335972734271536,56.37581722768809,57.335972734271536,57.335972734271536,57.335972734271536,57.335972734271536,57.335972734271536,57.335972734271536,8.384432385302635,1915.0
21,1519815776.0,1519815789.0,1916,396,0.20668058455114824,628.1983495870189,2,0,897,255.74508363892596,True,525.2255807370234,2,0,0,897,1465,320.5005855872342,True,4.182570277541219,624.8114993543546,482.2588650376447,660.1098440063579,656.9738501297297,480.0749936611673,255.8933513232816,480.07760547173797,10.915735276894303,1916.0
22,1519815789.0,1519815830.0,1916,364,0.18997912317327767,447.73015053914867,2,0,786,255.74508363892596,True,315.88904629902385,2,0,0,786,1535,335.814606741573,True,46.29520308515905,448.0679130895715,379.35912648516285,463.46075927107717,466.84461547360536,378.30666537088985,88.81927978235407,378.30898792518144,11.0447416035823,1916.0
23,1519815830.0,1519815917.0,1916,735,0.3836116910229645,66.07878206466185,4,157992330,568,359.30721508107194,True,28.33150056152043,2,12569,0,777,1152,652.1591333308934,True,38.27752864133754,42.60686625079492,38.27752864133754,38.27752864133754,38.27752864133754,38.27752864133754,38.27752864133754,38.27752864133754,7.369032697480323,1916.0
24,1519815918.0,1519815941.0,1916,90,0.04697286012526096,1706.1610938077076,2,0,1375,255.74508363892596,True,1138.7319243773873,2,0,0,1375,1863,407.5717344361893,True,4.182570277541219,1694.1856176543176,1351.0144015075066,1750.5248647404105,1745.105757017898,1345.1417174733713,268.7022955959044,1345.1459162846086,11.677437669215607,1916.0
25,1519815941.0,1519815945.0,1916,7,0.0036534446764091857,1890.9857715748794,2,0,1439,255.74508363892596,True,1240.9358268767264,2,0,0,1439,1906,416.97891885956886,True,24.141806431631128,1878.3247981757136,1706.6052265061198,1952.9288993105154,1947.1774395724635,1704.5260911582202,412.4055463940433,1704.5306808563212,11.124890710624921,1916.0
26,1519815945.0,1519816023.0,1916,448,0.23382045929018788,262.14189162878506,1,0,1626,1169.0029227868204,True,90.443829281451,3,38705054014,12569,73,729,9.181907264230182,True,49.729485198192506,262.14189162878506,87.20264996544444,160.06219504585033,166.0681637498107,86.7006986557542,76.04961165092395,86.70180555189981,11.09502284261055,1916.0
27,1519816023.0,1519816139.0,1915,819,0.4276762402088773,56.90294706311346,4,157992330,552,359.1196852193386,True,49.25288742628952,3,1421817849,0,191,212,126.46930296968765,True,28.670392804813716,51.01335000532117,28.670392804813716,28.670392804813716,28.670392804813716,28.670392804813716,28.670392804813716,28.670392804813716,7.281250614797166,1915.0
28,1519816139.0,1519816228.0,1916,752,0.3924843423799583,44.97315179586823,3,157992330,620,438.32234485033194,True,32.202259519568756,3,57346665812,12569,23,831,2.3355264574763637,True,22.74032537058733,44.96660773859381,22.74032537058733,22.74032537058733,31.96051754858985,25.393653883589238,25.52949636128473,25.529624650285882,7.682055204765768,1916.0
29,1519816228.0,1519816254.0,1916,904,0.4718162839248434,44.94529773231699,6,313692135807637565941,885,682.7483109482121,True,39.99351707033364,2,12569,0,701,996,563.8459173590015,True,44.94529773231699,64.60580072816902,44.94529773231699,88.34328136481187,64.60580072816902,44.94529773231699,44.94529773231699,44.94529773231699,6.779259473407185,1916.0
30,1519816254.0,1519816335.0,1916,859,0.44832985386221297,42.05626556161542,4,157992330,524,359.30721508107194,True,35.91420920325707,4,157992330,157992330,524,555,457.11199094418606,True,27.97015208375275,19.038360290037744,27.97015208375275,27.97015208375275,27.97015208375275,27.97015208375275,27.97015208375275,27.97015208375275,7.397535317041138,1916.0
31,1519816335.0,1519816339.0,1916,65,0.03392484342379958,1984.5639158983022,2,0,1470,255.74508363892596,True,1321.5915635253632,2,0,0,1470,1902,416.1038319364638,True,7.443347527166884,1971.5709047707128,1775.02410449779,2045.0082246021266,2039.1122639877528,1772.9184172300547,471.2138364123182,1772.9230655611855,11.078157495913837,1916.0
32,1519816339.0,1519816351.0,1916,1307,0.6821503131524008,697.7681155201791,2,0,936,255.74508363892596,True,517.3453889706134,2,0,0,936,1574,344.34670424184753,True,34.3741344454651,690.4947220370351,545.2568099232219,729.7563023018976,726.4372739819283,543.9990139622234,162.67047793396767,544.0017899452771,11.48965048314318,1916.0
33,1519816351.0,1519816413.0,1916,795,0.41492693110647183,25.783853238647026,4,157992330,487,359.30721508107194,True,18.257534592364507,2,12569,0,757,1159,656.1219058424526,True,19.186276834633404,20.661158598007248,19.186276834633404,19.186276834633404,19.186276834633404,19.186276834633404,19.186276834633404,19.186276834633404,7.59156217453587,1916.0
34,1519816413.0,1519816491.0,1915,822,0.42924281984334206,60.68748895961026,4,1579810179,190,77.97211932292737,True,44.389004089840085,3,1579810179,12569,190,784,94.28610399213203,True,57.46840184123141,60.08324999322983,57.46840184123141,57.46840184123141,57.46840184123141,57.46840184123141,57.46840184123141,57.46840184123141,7.180627420760448,1915.0
35,1519816491.0,1519816529.0,1916,531,0.27713987473903967,70.58437518264279,6,313692135807637565941,937,682.7483109482121,True,78.23354800202264,2,12569,0,722,949,537.2387304956752,True,70.58437518264279,125.23525408677816,70.58437518264279,167.51796105699674,125.23525408677816,70.58437518264279,70.58437518264279,70.58437518264279,6.067136173139322,1916.0
36,1519816530.0,1519816574.0,1916,877,0.45772442588726514,49.16018700236006,4,157992330,538,359.30721508107194,True,74.11908462109704,4,157992330,157992330,538,547,450.52298927291855,True,35.24422180073617,40.622545470905266,35.24422180073617,74.24103601263582,40.622545470905266,35.24422180073617,35.24422180073617,35.24422180073617,7.108065729560372,1916.0
37,1519816574.0,1519816603.0,1916,917,0.47860125260960334,76.73250686512085,6,313692135807637565941,948,682.7483109482121,True,90.8069953483666,2,12569,0,724,932,527.6148543961741,True,76.73250686512085,146.03089854186842,76.73250686512085,175.2893758474873,146.03089854186842,76.73250686512085,76.73250686512085,76.73250686512085,6.08283399584537,1916.0
38,1519816603.0,1519816657.0,1916,630,0.3288100208768267,19.646990075813342,6,313717093413787021149,52,18.99747355488189,True,26.202922178433653,2,25138,0,333,1074,231.03445204894533,True,19.646990075813342,58.70459352182874,58.70459352182874,25.990818387342543,19.646990075813342,58.70459352182874,19.646990075813342,58.70459352182874,7.838504137024288,1916.0
39,1519816657.0,1519816731.0,1916,756,0.3945720250521921,384.78275331464044,6,57346665812,111,1.3282181216894282,True,354.15363946015634,3,57346665812,12569,117,814,2.2877479378890015,True,384.78275331464044,374.67172032373344,384.78275331464044,384.78275331464044,384.78275331464044,384.78275331464044,384.78275331464044,384.78275331464044,8.835209554480274,1916.0
40,1519816731.0,1519816808.0,1916,766,0.39979123173277664,155.64105856094605,6,57346665812,56,1.3282181216894282,True,128.49873966441325,3,57346665812,12569,56,795,2.2343484159972435,True,155.64105856094605,138.1046717533773,155.64105856094605,155.64105856094605,155.64105856094605,155.64105856094605,155.64105856094605,155.64105856094605,7.704817240487802,1916.0
41,1519816808.0,1519816867.0,1915,840,0.4386422976501306,104.83367196876618,4,57346665812,46,1.8229425645651705,True,101.7937935075721,3,57346665812,12569,46,709,1.9926453169082334,True,97.94346964004852,104.62299255728371,97.94346964004852,97.94346964004852,97.94346964004852,97.94346964004852,97.94346964004852,97.94346964004852,6.773902247787624,1915.0
42,1519816867.0,1519816927.0,1916,550,0.2870563674321503,36.27005924511161,2,1,25,2.3840542672972047,True,41.23695778371271,3,157992330,12569,566,685,460.4752546680163,True,36.197727190256536,35.95573423109912,36.197727190256536,36.270340158709914,36.270143519518925,36.197727190256536,36.197727190256536,36.197727190256536,7.674375612567999,1916.0
43,1519816927.0,1519817002.0,1916,818,0.42693110647181626,26.421505166627867,2,25138,365,251.47137519166736,True,24.577160339478766,2,25138,0,365,1211,260.5053272172,True,19.186276834633404,44.27193997415449,41.90020900557488,36.816144211142486,27.913425464151047,27.644609073241412,44.27193997415449,50.02576003179976,8.490172109711636,1916.0
44,1519817002.0,1519817030.0,1916,378,0.19728601252609604,393.43568065946874,2,0,749,255.74508363892596,True,317.8141671088315,2,0,0,749,1428,312.40603154851226,True,7.443347527166884,388.1652244413268,246.38098154911341,416.47662757791346,414.05832138701663,243.7685119794666,75.91709721131835,243.77037719612798,10.789973601421726,1916.0
45,1519817030.0,1519817073.0,1916,296,0.1544885177453027,710.591542562226,2,0,943,255.74508363892596,True,429.9280645263065,2,0,0,943,1740,380.66281155070817,True,194.2168212901593,703.243172817825,512.6803568642827,742.9151812465518,739.5624360554409,511.45973359105363,194.2168212901593,511.46242748786585,11.54052744561706,1916.0
46,1519817073.0,1519817132.0,1916,770,0.40187891440501045,47.751485031732855,4,57346665812,27,1.8238944927973195,True,44.2796827087256,3,57346665812,12569,27,753,2.116307367604936,True,38.40398941649906,47.63142967475453,38.40398941649906,38.40398941649906,38.40398941649906,38.40398941649906,38.40398941649906,38.40398941649906,7.928185137353761,1916.0
47,1519817132.0,1519817233.0,1915,672,0.35091383812010446,60.824489860329265,1,0,1398,1168.392796000397,True,30.566478247522134,3,464460509909,12569,108,769,47.688831219176016,True,48.52646314057722,60.824489860329265,48.52646314057722,48.52646314057722,65.46131944356394,61.833785499316505,65.46049017619454,61.925910852114654,9.308084406547389,1915.0
48,1519817233.0,1519817239.0,1916,28,0.014613778705636743,1826.2104060814304,2,0,1417,255.74508363892596,True,1195.5630055125516,2,0,0,1417,1900,415.66628847491125,True,30.84106329141031,1813.7850723605,1619.863747311775,1887.0073598535305,1881.3618674247807,1617.8217846516445,370.02146952395566,1617.826292263504,11.289188601456402,1916.0
49,1519817240.0,1519817339.0,1916,752,0.3924843423799583,25.179686949502212,3,157992330,573,438.32234485033194,True,17.534747776562366,3,1421817849,0,141,175,104.39683028158179,True,11.778322762490866,25.17483589624365,19.739404683091124,15.134723994360101,14.413567382041379,13.923020659714183,19.787713702577577,26.01130661296301,8.258458632733335,1916.0
50,1519817339.0,1519817362.0,1916,69,0.0360125260960334,1717.3950703007417,2,0,1379,255.74508363892596,True,1138.1418283096343,2,0,0,1379,1872,409.5406800131757,True,4.182570277541219,1705.37675056949,1369.6526879740873,1767.6266194184927,1762.1786115207165,1363.7472379654346,270.57830925350066,1363.7514602298838,11.67727335490723,1916.0
51,1519817362.0,1519817377.0,1916,42,0.021920668058455117,1656.1155784116454,2,0,1357,255.74508363892596,True,1094.4579462217077,2,0,0,1357,1866,408.2280496285181,True,53.2143155916054,1663.6219501010248,1429.8427958012753,1704.2150044861946,1691.6472250708762,1427.8946499245624,328.5066636961733,1427.8989503663843,11.49458061395457,1916.0
52,1519817377.0,1519817440.0,1916,490,0.255741127348643,214.602922666918,2,0,608,255.74508363892596,True,169.49299260880895,2,0,0,608,1375,300.81112981737,True,46.29520308515905,216.3415479662421,156.717831643448,211.20096809235366,216.73479901841512,156.04240779083443,54.274810398482515,156.0438977561065,10.27500257480942,1916.0
53,1519817440.0,1519817499.0,1916,881,0.45981210855949894,42.54671434386353,4,157992330,525,359.30721508107194,True,33.59927937494075,2,12569,0,749,1090,617.0602910856543,True,30.907940482427165,40.11458447997626,30.907940482427165,52.84994334626708,40.11458447997626,30.907940482427165,30.907940482427165,30.907940482427165,6.968201054174001,1916.0
54,1519817499.0,1519817628.0,1915,768,0.4010443864229765,29.824863912499268,3,157992330,585,438.09357535928274,True,45.21161630195111,3,157992330,12569,585,704,473.2475610018737,True,17.86415788536769,30.591290743925242,39.00761261163129,38.22867784884063,26.089702972290695,25.952183945496913,30.591290743925242,31.83121430233021,8.011712557551922,1915.0
55,1519817628.0,1519817776.0,1916,802,0.418580375782881,44.49639038798179,3,157992330,619,438.32234485033194,True,38.48033708363548,3,1421817849,0,189,218,130.04862286505616,True,34.8088804866354,44.489882352069344,34.8088804866354,34.8088804866354,34.8088804866354,34.8088804866354,34.8088804866354,34.8088804866354,7.568423870204473,1916.0
56,1519817776.0,1519817885.0,1916,822,0.4290187891440501,48.11413741893199,4,157992330,536,359.30721508107194,True,57.166980966715926,3,157992330,12569,610,720,484.0031873882799,True,25.961982627967274,40.30699165233773,25.961982627967274,36.29479298130747,37.14094488584496,25.961982627967274,25.961982627967274,25.961982627967274,6.952012288532853,1916.0
57,1519817885.0,1519817955.0,1916,668,0.348643006263048,67.28755386487853,4,157992330,570,359.30721508107194,True,51.995558420062764,2,12569,0,739,1026,580.8292281228269,True,57.55738296407867,74.27475644069781,57.55738296407867,104.70637894917448,74.27475644069781,57.55738296407867,57.55738296407867,57.55738296407867,6.504385929013103,1916.0
58,1519817955.0,1519818030.0,1916,837,0.43684759916492694,85.63659508564834,6,313717093412365203300,240,93.59634424241247,True,55.00955734486257,3,157992330,12569,646,770,517.6145198457994,True,85.63659508564834,58.19273595408964,85.63659508564834,85.63659508564834,85.63659508564834,85.63659508564834,85.63659508564834,85.63659508564834,7.220439662523809,1916.0
59,1519818030.0,1519818097.0,1916,883,0.46085594989561585,44.94529773231699,6,313692135807637565941,885,682.7483109482121,True,31.985357875996655,3,1579810179,12569,157,681,81.8990265543902,True,44.94529773231699,53.30276782782866,44.94529773231699,44.94529773231699,53.30276782782866,44.94529773231699,44.94529773231699,44.94529773231699,6.926623224512783,1916.0
60,1519818097.0,1519818174.0,1916,606,0.3162839248434238,57.55153900706537,6,313692135807637565941,912,682.7483109482121,True,73.85394803697415,2,12569,0,719,952,538.9370615720577,True,57.55153900706537,119.39211512561278,57.55153900706537,173.0455705007646,119.39211512561278,57.55153900706537,57.55153900706537,57.55153900706537,6.199081750041039,1916.0
61,1519818174.0,1519818265.0,1915,692,0.36135770234986947,23.805650861028226,3,1579810179,145,78.37594439592253,True,29.54462528171738,3,1421817849,0,129,146,87.09678412063394,True,18.997361451447652,23.804462874539453,18.997361451447652,18.997361451447652,18.997361451447652,18.997361451447652,18.997361451447652,18.997361451447652,7.5256332039446665,1915.0
62,1519818265.0,1519818350.0,1916,786,0.4102296450939457,42.54671434386353,4,157992330,525,359.30721508107194,True,31.970025449680108,3,157992330,12569,598,744,500.13662696788924,True,21.810140759528693,35.03311595815359,21.810140759528693,21.810140759528693,21.810140759528693,21.810140759528693,21.810140759528693,21.810140759528693,7.467542008078338,1916.0
63,1519818350.0,1519818466.0,1916,752,0.3924843423799583,24.100411562307144,3,157992330,570,438.32234485033194,True,21.78301833801649,3,157992330,12569,570,728,489.381000581483,True,17.829860417561648,33.85151250060173,33.85151250060173,19.619924770013185,30.75290993534219,33.85151250060173,32.07236012471384,33.85151250060173,7.71306778546002,1916.0
64,1519818466.0,1519818597.0,1916,643,0.3355949895615866,35.46724140742046,4,157992330,510,359.30721508107194,True,43.66619991844162,2,12569,0,730,1032,584.225890275592,True,29.287838700290365,62.635133299666364,29.287838700290365,68.99002160062727,62.635133299666364,29.287838700290365,29.287838700290365,29.287838700290365,6.905161554598663,1916.0
65,1519818597.0,1519818708.0,1916,843,0.43997912317327764,31.936651990188807,4,157992330,502,359.30721508107194,True,35.139377538711344,2,12569,0,704,1014,574.0359038172968,True,28.161416955895746,49.8079985200832,28.161416955895746,59.72664698153562,49.8079985200832,28.161416955895746,28.161416955895746,28.161416955895746,6.927930303208272,1916.0
66,1519818708.0,1519818817.0,1916,653,0.3408141962421712,27.507735159073064,1,1,871,712.1369442238984,True,24.484127427819466,3,157992330,12569,504,632,424.8472422630457,True,26.319448875978452,54.93128864444094,54.93128864444094,26.319448875978452,26.319448875978452,54.93128864444094,26.319448875978452,54.93128864444094,7.4447120449709665,1916.0
67,1519818817.0,1519818948.0,1916,762,0.3977035490605428,43.550029151368335,3,157992330,617,438.32234485033194,True,16.879244802605506,3,157992330,12569,617,806,541.8146792152133,True,17.101962591977056,56.71670049681174,56.656945238382605,28.173158291067693,31.29866269519505,31.14705894259008,56.71670049681174,56.64470763295367,8.267998283138548,1916.0
68,1519818948.0,1519819068.0,1915,733,0.3827676240208877,46.03113490029497,2,12569,865,661.4400174175396,True,24.75913843513384,3,57346665812,12569,20,865,2.431083496651089,True,29.885867049381133,42.2687787938917,38.799237138569495,40.47253808529279,46.03113490029497,29.885867049381133,29.885867049381133,33.85645784914175,8.33630362945509,1915.0
69,1519819068.0,1519819152.0,1916,522,0.27244258872651356,40.600692496356714,4,157992330,521,359.30721508107194,True,30.69815867095075,3,57346665812,12569,22,799,2.2455904206060344,True,30.63081054055644,34.6158986148543,30.63081054055644,30.63081054055644,30.63081054055644,30.63081054055644,30.63081054055644,30.63081054055644,7.94170342616306,1916.0
70,1519819152.0,1519819152.0,1916,0,0.0,2055.8010432967358,2,0,1493,255.74508363892596,True,1385.0105494474806,2,0,0,1493,1898,415.2287450133587,True,4.182570277541219,2042.5616815964463,1808.9874036363974,2120.557507124687,2114.5459458092564,1802.4539391161597,507.35395169763143,1802.4586109005024,11.043319204575104,1916.0
71,1519819152.0,1519819198.0,1916,1357,0.7082463465553236,628.1983495870189,2,0,897,255.74508363892596,True,375.76253481426227,2,0,0,897,1720,376.2873769351828,True,51.595539679809335,631.7742815537556,503.5860976094597,628.1291839859997,642.7352829973534,502.3760951041647,63.378161182080525,502.37876554776494,11.941380010760966,1916.0
72,1519819199.0,1519819281.0,1916,736,0.38413361169102295,54.19717739198589,2,12569,883,661.7854169044417,True,59.92604824713791,2,12569,0,883,1231,696.8818516756335,True,22.957647517008084,45.44571763405824,22.957647517008084,22.957647517008084,54.19717739198589,24.8964600621793,25.0308826986775,25.03100964833898,7.622683431788244,1916.0
73,1519819281.0,1519819378.0,1916,589,0.30741127348643005,51.28327601132949,4,157992330,542,359.30721508107194,True,25.176266263174103,3,57346665812,12569,20,845,2.374873473607133,True,34.8088804866354,35.03311595815359,34.8088804866354,34.8088804866354,37.385156527570075,34.8088804866354,34.8088804866354,34.8088804866354,8.005257342368525,1916.0
74,1519819378.0,1519819486.0,1916,704,0.3674321503131524,79.55917589246383,4,57346665812,38,1.8238944927973195,True,69.77277450775892,3,57346665812,12569,38,862,2.422651993194495,True,52.81857577963369,79.38665661240736,52.81857577963369,52.81857577963369,52.81857577963369,52.81857577963369,52.81857577963369,58.22706534696985,8.527297453803909,1916.0
75,1519819486.0,1519819655.0,1915,140,0.0731070496083551,169.95537321285946,1,0,1543,1168.392796000397,True,78.57606778312228,3,1421817849,0,400,464,276.8007385751654,True,153.1606196024641,169.95537321285946,153.1606196024641,153.1606196024641,153.1606196024641,153.1606196024641,153.1606196024641,153.1606196024641,8.655986156410224,1915.0
76,1519819655.0,1519819839.0,1916,0,0.0,61.00016209848138,6,1421817849,299,152.5682983949,True,55.791140908413865,3,1421817849,0,300,351,209.3902138790583,True,61.00016209848138,60.00019212756092,61.00016209848138,61.00016209848138,61.00016209848138,61.00016209848138,61.00016209848138,61.00016209848138,7.49455340686614,1916.0
77,1519819839.0,1519819957.0,1916,0,0.0,100.70372758552116,4,157992330,620,359.30721508107194,True,63.86792989313044,3,1421817849,0,199,213,127.0658562855824,True,56.22865045800408,67.11869499927204,56.22865045800408,56.22865045800408,56.22865045800408,56.22865045800408,56.22865045800408,56.22865045800408,7.599332473247946,1916.0
78,1519819957.0,1519820106.0,1916,0,0.0,74.11382297041126,4,157992330,581,359.30721508107194,True,51.355160535698495,3,1421817849,0,235,268,159.8762886597938,True,73.67985424324254,64.26553872826645,73.67985424324254,73.67985424324254,73.67985424324254,73.67985424324254,73.67985424324254,73.67985424324254,7.740346178093629,1916.0
79,1519820106.0,1519820266.0,1916,0,0.0,61.92704150765502,4,157992330,561,359.30721508107194,True,65.97877083437822,3,1421817849,0,227,247,147.348669026004,True,43.03190961196172,41.21974098243996,43.03190961196172,43.03190961196172,43.03190961196172,43.03190961196172,43.03190961196172,43.03190961196172,7.354903418121889,1916.0
